"gender","age","country","education","undergraduate_major","job_role","industry","years_experience","ML_atwork","Activities_Analyze.and.understand.data.to.influence.product.or.business.decisions","Activities_Build.and.or.run.a.machine.learning.service.that.operationally.improves.my.product.or.workflows","Activities_Build.and.or.run.the.data.infrastructure.that.my.business.uses.for.storing..analyzing..and.operationalizing.data","Activities_Build.prototypes.to.explore.applying.machine.learning.to.new.areas","Activities_Do.research.that.advances.the.state.of.the.art.of.machine.learning","Activities_None.of.these.activities.are.an.important.part.of.my.role.at.work","Notebooks_Kaggle.Kernels","Notebooks_Google.Colab","Notebooks_Azure.Notebook","Notebooks_Google.Cloud.Datalab","Notebooks_JupyterHub.Binder","Notebooks_None","cloud_Google.Cloud.Platform..GCP.","cloud_Amazon.Web.Services..AWS.","cloud_Microsoft.Azure","cloud_IBM.Cloud","cloud_Alibaba.Cloud","cloud_I.have.not.used.any.cloud.providers","Programming_Python","Programming_R","Programming_SQL","Programming_Bash","Programming_Java","Programming_Javascript.Typescript","Programming_Visual.Basic.VBA","Programming_C.C..","Programming_MATLAB","Programming_Scala","Programming_Julia","Programming_SAS.STATA","Programming_language_used_most_often","ML_framework_Scikit.Learn","ML_framework_TensorFlow","ML_framework_Keras","ML_framework_PyTorch","ML_framework_Spark.MLlib","ML_framework_H20","ML_framework_Caret","ML_framework_Xgboost","ML_framework_randomForest","ML_framework_None","Visualization_ggplot2","Visualization_Matplotlib","Visualization_Altair","Visualization_Shiny","Visualization_Plotly","Visualization_None","percent_actively.coding","How.long.have.you.been.writing.code.to.analyze.data.","For.how.many.years.have.you.used.machine.learning.methods..at.work.or.in.school..","Do.you.consider.yourself.to.be.a.data.scientist.","data_Categorical.Data","data_Genetic.Data","data_Geospatial.Data","data_Image.Data","data_Numerical.Data","data_Sensor.Data","data_Tabular.Data","data_text.Data","data_Time.Series.Data","data_Video.Data","explainability.model_Examine.individual.model.coefficients","explainability.model_examine.feature.correlations","explainability.model_Examine.feature.importances","explainability.model_Create.partial.dependence.plots","explainability.model_LIME.functions","explainability.model_SHAP.functions","explainability.model_None.I.do.not.use.these.model.explanation.techniques","wage","outlier_flag","disporve_outlier_flag"
"Male","18-21","Russia","Bachelor’s degree","Computer science (software engineering, etc.)","Data Scientist","I am a student","1-2","I do not know",0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"50% to 74% of my time","1-2 years","1-2 years","Definitely yes",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4669.03848294169,FALSE,FALSE
"Male","18-21","China","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","1-2","We are exploring ML methods (and may one day put a model into production)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,"Python",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1% to 25% of my time","< 1 year","< 1 year","Maybe",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE
"Male","18-21","Australia","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1","No (we do not use ML methods)",0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"R",1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"25% to 49% of my time","1-2 years","I have never studied machine learning but plan to learn in the future","Probably not",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,13019.5395834744,FALSE,FALSE
"Male","18-21","India","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","I do not know",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Python",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"25% to 49% of my time","1-2 years","< 1 year","Probably not",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,4705.16742859036,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","I am a student","0-1","I do not know",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,"Python",0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"0% of my time","< 1 year","< 1 year","Probably not",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5205.01378923655,FALSE,FALSE
"Female","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","11-15","I do not know",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,"R",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"50% to 74% of my time","1-2 years","1-2 years","Definitely yes",1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4848.43024145812,FALSE,FALSE
"Male","18-21","Japan","Some college/university study without earning a bachelor’s degree","Mathematics or statistics","Student","I am a student","1-2","I do not know",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"Python",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"25% to 49% of my time","< 1 year","< 1 year","Definitely yes",0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,5100.12650862336,FALSE,FALSE
"Male","18-21","Belarus","Bachelor’s degree","Mathematics or statistics","Software Engineer","Computers/Technology","1-2","We use ML methods for generating insights (but do not put working models into production)",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,"50% to 74% of my time","1-2 years","1-2 years","Definitely yes",1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3886.39636617154,FALSE,FALSE
"Female","18-21","Brazil","Bachelor’s degree","Information technology, networking, or system administration","Other","Other","1-2","No (we do not use ML methods)",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"C#/.NET",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"1% to 25% of my time","I have never written code but I want to learn","I have never studied machine learning but plan to learn in the future","Maybe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","United States of America","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","I do not know",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,"Python",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"25% to 49% of my time","< 1 year","< 1 year","Probably not",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE
"Male","18-21","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Computer science (software engineering, etc.)","Data Scientist","Computers/Technology","0-1","We have well established ML methods (i.e., models in production for more than 2 years)",1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,"75% to 99% of my time","1-2 years","1-2 years","Definitely yes",1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,55580.7511014864,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Data Analyst","Manufacturing/Fabrication","0-1","We have well established ML methods (i.e., models in production for more than 2 years)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,"R",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"50% to 74% of my time","< 1 year","< 1 year","Probably yes",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,13390.4064418748,FALSE,TRUE
"Male","18-21","Brazil","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Data Analyst","Other","0-1","We are exploring ML methods (and may one day put a model into production)",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Python",1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,"50% to 74% of my time","< 1 year","< 1 year","Probably yes",1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,13683.3098605275,FALSE,FALSE
"Male","18-21","China","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","I do not know",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,"Python",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"75% to 99% of my time","< 1 year","< 1 year","Maybe",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3144.46147624403,FALSE,FALSE
"Female","18-21","Russia","Master’s degree","Mathematics or statistics","Business Analyst","Accounting/Finance","0-1","We recently started using ML methods (i.e., models in production for less than 2 years)",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Python",1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"50% to 74% of my time","3-5 years","< 1 year","Definitely yes",0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,4887.6681914553,FALSE,TRUE
"Male","18-21","Switzerland","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","No (we do not use ML methods)",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"Python",0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"75% to 99% of my time","3-5 years","1-2 years","Definitely yes",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4275.48175863922,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","We recently started using ML methods (i.e., models in production for less than 2 years)",1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"50% to 74% of my time","< 1 year","< 1 year","Maybe",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3215.0632282719,FALSE,TRUE
"Male","18-21","India","Bachelor’s degree","Physics or astronomy","Student","I am a student","11-15","No (we do not use ML methods)",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"Python",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"25% to 49% of my time","< 1 year","< 1 year","Definitely yes",0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,6365.14832079411,FALSE,FALSE
"Male","18-21","Italy","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","Online Service/Internet-based Services","0-1","No (we do not use ML methods)",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"PHP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"100% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Maybe",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3472.12216071784,FALSE,FALSE
"Female","18-21","Viet Nam","Bachelor’s degree","Computer science (software engineering, etc.)","Student","Computers/Technology","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)",1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"Python",1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"75% to 99% of my time","< 1 year","< 1 year","Probably not",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5495.27896940708,FALSE,TRUE
"Male","18-21","Poland","Bachelor’s degree","Computer science (software engineering, etc.)","Data Scientist","Other","0-1","We are exploring ML methods (and may one day put a model into production)",1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Python",1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"25% to 49% of my time","1-2 years","< 1 year","Definitely yes",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,15519.0855525434,FALSE,FALSE
"Male","18-21","India","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Data Engineer","I am a student","0-1","No (we do not use ML methods)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,"C/C++",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"25% to 49% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Maybe",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Information technology, networking, or system administration","Student","I am a student","2-3","I do not know",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,"Python",1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,"75% to 99% of my time","1-2 years","< 1 year","Definitely yes",1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3894.79805249721,FALSE,FALSE
"Male","18-21","Indonesia","Master’s degree","Humanities (history, literature, philosophy, etc.)","Data Scientist","Computers/Technology","1-2","We are exploring ML methods (and may one day put a model into production)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"25% to 49% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Definitely yes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16217.993424274,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Software Engineer","Accounting/Finance","0-1","I do not know",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"25% to 49% of my time","< 1 year","< 1 year","Definitely not",1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,23319.6631046012,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Engineering (non-computer focused)","Student","Academics/Education","1-2","I do not know",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"Java",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"1% to 25% of my time","I have never written code but I want to learn","< 1 year","Maybe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068.33525374532,FALSE,FALSE
"Male","18-21","Tunisia","Master’s degree","Mathematics or statistics","Student","I am a student","0-1","I do not know",0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,"50% to 74% of my time","1-2 years","< 1 year","Probably yes",1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,"C/C++",1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,"25% to 49% of my time","1-2 years","< 1 year","Definitely yes",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5699.68494772911,FALSE,TRUE
"Male","18-21","Belarus","Master’s degree","Computer science (software engineering, etc.)","DBA/Database Engineer","Hospitality/Entertainment/Sports","0-1","No (we do not use ML methods)",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,"SQL",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"50% to 74% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Probably not",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,5857.91864711791,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","2-3","We recently started using ML methods (i.e., models in production for less than 2 years)",0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,"Python",1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"50% to 74% of my time","< 1 year","< 1 year","Probably yes",1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE
"Male","18-21","Ukraine","Master’s degree","Computer science (software engineering, etc.)","Data Scientist","Computers/Technology","2-3","We have well established ML methods (i.e., models in production for more than 2 years)",1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Python",1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,"25% to 49% of my time","1-2 years","2-3 years","Definitely yes",1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,24616.532352753,FALSE,FALSE
"Male","18-21","Belarus","Bachelor’s degree","Mathematics or statistics","Data Analyst","I am a student","2-3","We have well established ML methods (i.e., models in production for more than 2 years)",1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,"Python",1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,"25% to 49% of my time","1-2 years","1-2 years","Definitely yes",1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","I do not know",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"Python",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"1% to 25% of my time","< 1 year","< 1 year","Definitely not",1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,3909.22507829964,FALSE,FALSE
"Male","18-21","Ukraine","Bachelor’s degree","Computer science (software engineering, etc.)","Data Engineer","Computers/Technology","0-1","We are exploring ML methods (and may one day put a model into production)",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Python",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"25% to 49% of my time","1-2 years","< 1 year","Maybe",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5531.45281411707,FALSE,FALSE
"Male","18-21","Russia","Bachelor’s degree","Other","Student","I am a student","0-1","No (we do not use ML methods)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Python",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"25% to 49% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Definitely yes",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4477.28139068931,FALSE,FALSE
"Male","18-21","Russia","Master’s degree","Mathematics or statistics","Business Analyst","Retail/Sales","0-1","We are exploring ML methods (and may one day put a model into production)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,"MATLAB",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"25% to 49% of my time","1-2 years","1-2 years","Maybe",1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,FALSE,FALSE
"Male","18-21","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","11-15","We have well established ML methods (i.e., models in production for more than 2 years)",1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,"Python",1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"75% to 99% of my time","5-10 years","< 1 year","Definitely yes",1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,3133.32722429186,FALSE,FALSE
"Male","18-21","India","Master’s degree","Computer science (software engineering, etc.)","Student","Online Service/Internet-based Services","1-2","We are exploring ML methods (and may one day put a model into production)",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,"Python",1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,"1% to 25% of my time","1-2 years","< 1 year","Probably not",0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,4547.05219715834,FALSE,FALSE
"Male","18-21","Egypt","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","3-4","We are exploring ML methods (and may one day put a model into production)",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,"Java",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"75% to 99% of my time","3-5 years","< 1 year","Probably yes",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4173.8610137254,FALSE,FALSE
"Male","18-21","China","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","I do not know",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"Python",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1% to 25% of my time","1-2 years","< 1 year","Definitely yes",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4124.12994354963,FALSE,FALSE
"Male","18-21","Nigeria","Bachelor’s degree","Computer science (software engineering, etc.)","Software Engineer","Retail/Sales","0-1","We are exploring ML methods (and may one day put a model into production)",0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Javascript/Typescript",1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"75% to 99% of my time","< 1 year","< 1 year","Probably not",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5688.92567697912,FALSE,FALSE
"Male","18-21","Other","Bachelor’s degree","Computer science (software engineering, etc.)","Software Engineer","Computers/Technology","0-1","No (we do not use ML methods)",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,"Python",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"75% to 99% of my time","< 1 year","< 1 year","Probably yes",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6655.34937940538,FALSE,FALSE
"Male","18-21","United States of America","Master’s degree","Computer science (software engineering, etc.)","Data Scientist","Other","0-1","We are exploring ML methods (and may one day put a model into production)",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"Python",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"1% to 25% of my time","< 1 year","< 1 year","Maybe",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4336.43398433924,FALSE,FALSE
"Female","18-21","United States of America","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","We are exploring ML methods (and may one day put a model into production)",1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,"Python",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"75% to 99% of my time","< 1 year","< 1 year","Definitely not",0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,13843.4401936829,FALSE,FALSE
"Male","18-21","India","Bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","0-1","We have well established ML methods (i.e., models in production for more than 2 years)",1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,"Python",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"1% to 25% of my time","< 1 year","< 1 year","Probably yes",0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,5138.11228889972,FALSE,TRUE
"Male","18-21","United States of America","Bachelor’s degree","Social sciences (anthropology, psychology, sociology, etc.)","Research Assistant","Government/Public Service","3-4","We use ML methods for generating insights (but do not put working models into production)",1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"SAS/STATA",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"1% to 25% of my time","3-5 years","1-2 years","Probably yes",1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,5458.73516611755,FALSE,FALSE
"Male","18-21","China","Some college/university study without earning a bachelor’s degree","Computer science (software engineering, etc.)","Student","I am a student","1-2","We are exploring ML methods (and may one day put a model into production)",1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"Python",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"25% to 49% of my time","< 1 year","< 1 year","Definitely yes",0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,FALSE,FALSE
"Female","18-21","Malaysia","Bachelor’s degree","Information technology, networking, or system administration","Data Analyst","I am a student","0-1","I do not know",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,"SAS/STATA",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"50% to 74% of my time","1-2 years","2-3 years","Probably yes",1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3822.45795521885,FALSE,FALSE
"Female","18-21","Singapore","Bachelor’s degree","Mathematics or statistics","Student","I am a student","0-1","I do not know",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"R",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,"50% to 74% of my time","< 1 year","I have never studied machine learning but plan to learn in the future","Probably not",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,6201.15496497601,FALSE,FALSE
"Male","18-21","Spain","Master’s degree","Computer science (software engineering, etc.)","Software Engineer","Academics/Education","0-1","No (we do not use ML methods)",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,"Python",0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,"75% to 99% of my time","1-2 years","1-2 years","Probably not",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5550.83265714347,FALSE,FALSE
"Male","18-21","United States of America","Bachelor’s degree","Mathematics or statistics","Data Analyst","Accounting/Finance","0-1","We recently started using ML methods (i.e., models in production for less than 2 years)",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"Python",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"75% to 99% of my time","3-5 years","1-2 years","Definitely yes",1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,56612.3913628981,FALSE,FALSE
"Male","18-21","Netherlands","Bachelor’s degree","Mathematics or statistics","Student","I am a student","2-3","I do not know",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"R",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"25% to 49% of my time","3-5 years","1-2 years","Maybe",1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,5567.59165041149,FALSE,FALSE
